-0.008896238	0.032498915	0.025452167	0.024880687	0.08145137	-0.0014754022	-0.019837366	-0.030390978	0.0014041646	0.03438874	-0.050498243	0.0022625397	0.0615347	0.015979568	0.0044838046	0.021214623
-0.023850959	-0.12620677	0.0397354	-0.05467707	0.08723499	-0.079530075	0.058534265	-0.018838746	0.021734824	-0.086256236	-0.09273164	0.02948753	0.1349168	0.009244851	0.046072703	-0.09085091
-0.08073949	-0.14563605	0.07534982	0.013853786	0.2180801	-0.0944535	0.10342087	-0.0124362465	0.12688503	-0.06624833	-0.23758684	0.105849095	0.154802	0.09448481	0.123165525	-0.17939068
-0.1464696	0.39256197	-0.3624275	0.20948255	-0.55166954	0.29295188	-0.29046598	-0.29054955	-0.2587813	0.3701903	0.44040844	-0.3163722	-0.51631737	-0.3131288	-0.30694887	0.43386027
-0.06234955	-0.00025489062	0.025358794	0.0657891	-0.0523056	0.03846894	-0.06408373	-0.033138454	-0.05885619	0.048968732	0.02447951	-0.022474239	-0.051761832	-0.050560594	-0.048356112	0.04477036
-0.021372039	-0.06320374	0.076578796	-0.0055940975	0.0523518	-0.07092536	0.07336163	0.010171472	0.089614645	-0.04334241	-0.00614166	0.0548893	0.02303552	0.046966236	0.07475266	-0.065072
-0.17917466	0.3605461	-0.29743096	0.22554106	-0.48405862	0.33135188	-0.28310555	-0.33231834	-0.28814924	0.4186514	0.45962006	-0.38360953	-0.41122982	-0.34288383	-0.34858385	0.42727056
-0.035802778	-0.052326445	0.055442423	-0.034374326	0.09250174	-0.08512937	0.062419668	0.030488057	0.07332541	0.0004961053	-0.09142169	0.05578547	0.028688932	0.044504944	0.1313556	-0.12019692
-0.14883089	0.2836884	-0.3232243	0.17098716	-0.4638912	0.25377908	-0.23270787	-0.24897107	-0.1975523	0.3459587	0.36851427	-0.3037633	-0.38417515	-0.29949474	-0.26543972	0.35937572
-0.056037135	0.05354494	-0.060509164	0.017009119	0.014339714	-0.013047688	-0.008670738	-0.0019900436	-0.026437081	0.04824319	-0.026714658	0.04257736	0.005972145	0.022488689	-0.01608684	0.004886174
-0.20945057	0.3536436	-0.3482683	0.2525807	-0.43181643	0.3406463	-0.3313095	-0.310863	-0.3219818	0.4189345	0.39224312	-0.3788743	-0.4850492	-0.31260562	-0.32768413	0.44267094
-0.050624628	-0.07763117	0.04247666	-0.060095724	0.082989335	-0.014797778	0.0385426	0.061547898	0.0009087075	-0.028505312	-0.14691119	0.07480385	0.10284649	0.088938825	0.11737383	-0.07681668
-0.11114906	0.26270702	-0.15849096	0.12148245	-0.28557864	0.20709816	-0.22590965	-0.15910837	-0.11337272	0.22128256	0.27098826	-0.1618003	-0.25599015	-0.13543217	-0.21313882	0.30201432
-0.010071504	-0.30252576	0.28993312	-0.09084309	0.35904694	-0.25512213	0.25366473	0.1764843	0.21128395	-0.25625196	-0.3320273	0.27977362	0.31852803	0.24733852	0.2774049	-0.33288014
-0.052673154	-0.05200009	0.0015314246	0.00980868	0.023810834	0.019910367	-0.015420208	-0.022829533	-0.007083788	-0.041923653	-0.069018	0.041457396	0.08019601	0.04365516	0.049432773	0.012119701
0.0153249	0.022139078	-0.03120369	-0.03447252	-0.015043466	-0.056943648	0.016276063	0.01987948	0.03299401	-0.008346225	-0.010053222	-0.0015688429	-0.0028729406	0.045626324	0.025586443	-0.067495674
0.08301663	-0.102805175	0.13294922	-0.0660397	0.06522084	-0.11070434	0.07905334	0.085812606	0.044145282	-0.03445105	-0.08164072	0.0925013	0.044021763	0.0470092	0.036958195	-0.10511761
0.06184334	0.085919715	-0.01202193	0.026205348	-0.05357919	0.024454169	-0.031508002	-0.028540516	0.011491048	0.091237746	0.10074921	0.012277125	-0.076632485	-0.055850264	-0.030931618	0.08323791
